Job_ID,Titre,Societe,Description,Skills,Categories,Annees_Experience,Niveau_Experience,Education,Salaire,Lieu,Type_Contrat,Mode_Travail,Date_Publication,Date_Relative,Expire,Source,Lien
100098,SEO Specialist,VALEO TUNISIA,VALEO TUNISIA recrute un(e) SEO Specialist. Le/La candidat(e) idéal(e) maîtrise HTML | Keyword Research | SEM et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· HTML | · Keyword Research | · SEM | · Google Analytics | · SEO,informatique / télécoms,60 ans d'exp,Senior Management,,1100 - 1400 TND,Ben Arous,CDI | SIVP,Sur site,2026-03-19,19 mars 2026,No,Tunijobs,https://www.tunijobs.com/job/100098/seo-specialist/
100099,Procurement Officer,TELNET HOLDING,TELNET HOLDING recrute un(e) Procurement Officer. Le/La candidat(e) idéal(e) maîtrise ERP | Sourcing | Negotiation et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· ERP | · Sourcing | · Negotiation | · Procurement | · Contract Management,commerce / vente / distribution,1 - 3 Yrs of Exp,Senior,,1000 - 1300 TND,"Oued Ellil, La Manouba",CDI | SIVP,Présentiel,2026-01-29,29 janvier 2026,No,TunisieTravail,https://www.tunisietravail.net/offre/100099/procurement-officer/
100100,Electrical Engineer,POULINA GROUP,POULINA GROUP recrute un(e) Electrical Engineer. Le/La candidat(e) idéal(e) maîtrise Power Systems | AutoCAD | Electrical Design et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· Power Systems | · AutoCAD | · Electrical Design | · SCADA | · PLC,électronique / électricité / énergie,2-4 an,Junior,,4000 - 5000 TND,Sfax,Stage,Télétravail complet,2026-02-19,19 février 2026,No,Tunijobs,https://www.tunijobs.com/job/100100/electrical-engineer/
100101,Data Analyst,APTIV,APTIV recrute un(e) Data Analyst. Le/La candidat(e) idéal(e) maîtrise Data Visualization | Excel | SQL et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· Data Visualization | · Excel | · SQL | · Tableau | · Python,informatique / télécoms,2-4 an,Experienced,,1500 - 2500 TND,Ben Arous,CDI | CDD,Remote,2026-02-18,18 février 2026,No,Tunijobs,https://www.tunijobs.com/job/100101/data-analyst/
100102,Call Center Agent,EVERIENCE TUNISIA,EVERIENCE TUNISIA recrute un(e) Call Center Agent. Le/La candidat(e) idéal(e) maîtrise English | Customer Care | French et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· English | · Customer Care | · French | · CRM | · Communication,call center / télévente,2-4 an,Experienced,,1000 - 1300 TND,"Oued Ellil, La Manouba",CDD | SIVP,Teletravail,2026-03-07,7 mars 2026,No,TunisieTravail,https://www.tunisietravail.net/offre/100102/call-center-agent/
100103,SAP Consultant,DELICE DANONE,DELICE DANONE recrute un(e) SAP Consultant. Le/La candidat(e) idéal(e) maîtrise ABAP | SAP SD | SAP FI et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· ABAP | · SAP SD | · SAP FI | · SAP MM | · SAP HANA,informatique / télécoms,5+ Yrs of Exp,Manager,,1000 - 1300 TND,"Hammam Sousse, Sousse",CDD | SIVP,Remote,2026-02-10,10 février 2026,Yes,Tunijobs,https://www.tunijobs.com/job/100103/sap-consultant/
100104,Financial Analyst,BANK ABC,BANK ABC recrute un(e) Financial Analyst. Le/La candidat(e) idéal(e) maîtrise Budgeting | IFRS | Financial Modeling et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· Budgeting | · IFRS | · Financial Modeling | · Forecasting | · Excel,banque / finance / assurances,3 - 7 Yrs of Exp,Manager,,1000 - 1500 TND,Sfax,SIVP,Télétravail complet,2026-03-11,11 mars 2026,Non,Tunijobs,https://www.tunijobs.com/job/100104/financial-analyst/
100105,Procurement Officer,COFICAB,COFICAB recrute un(e) Procurement Officer. Le/La candidat(e) idéal(e) maîtrise Contract Management | Procurement | ERP et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· Contract Management | · Procurement | · ERP | · Negotiation | · Sourcing,commerce / vente / distribution,2-4 an,Manager,,1000 - 1500 TND,"Lac 2, Tunis",CDI | CDD,Sur site,2026-03-14,14 mars 2026,No,Tunijobs,https://www.tunijobs.com/job/100105/procurement-officer/
100106,Financial Analyst,SAMSUNG TUNISIA,SAMSUNG TUNISIA recrute un(e) Financial Analyst. Le/La candidat(e) idéal(e) maîtrise Excel | Forecasting | Budgeting et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· Excel | · Forecasting | · Budgeting | · IFRS | · Financial Modeling,banque / finance / assurances,3 - 7 Yrs of Exp,Entry Level,,4000 - 5000 TND,Ariana,SIVP,Hybride,2026-02-17,17 février 2026,Yes,Wuzzuf,https://wuzzuf.net/jobs/p/100106/financial-analyst/
100107,Civil Engineer,VALEO TUNISIA,VALEO TUNISIA recrute un(e) Civil Engineer. Le/La candidat(e) idéal(e) maîtrise Revit | Project Management | Construction et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· Revit | · Project Management | · Construction | · BIM | · AutoCAD,bâtiment / travaux publics / architecture,2-4 an,Entry Level,,800 - 1100 TND,"Hammam Sousse, Sousse",CDI | CDD,Télétravail complet,2026-01-31,31 janvier 2026,No,Wuzzuf,https://wuzzuf.net/jobs/p/100107/civil-engineer/
100108,Content Writer,VERMEG,VERMEG recrute un(e) Content Writer. Le/La candidat(e) idéal(e) maîtrise English | French | Copywriting et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· English | · French | · Copywriting | · SEO | · WordPress,communication / publicité / média,60 ans d'exp,Manager,,2500 - 4000 TND,Sfax,CDD,Télétravail complet,2026-03-06,6 mars 2026,No,Wuzzuf,https://wuzzuf.net/jobs/p/100108/content-writer/
100109,HR Manager,BANK ABC,BANK ABC recrute un(e) HR Manager. Le/La candidat(e) idéal(e) maîtrise HRIS | Recruitment | Payroll et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· HRIS | · Recruitment | · Payroll | · Labor Law | · Performance Management,recrutement / ressources humaines,5+ Yrs of Exp,Directeur,,800 - 1100 TND,La Manouba,CDI,Télétravail complet,2026-03-18,18 mars 2026,Yes,Tunijobs,https://www.tunijobs.com/job/100109/hr-manager/
100110,Marketing Manager,GFI TUNISIE,GFI TUNISIE recrute un(e) Marketing Manager. Le/La candidat(e) idéal(e) maîtrise SEO | Brand Management | Digital Marketing et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· SEO | · Brand Management | · Digital Marketing | · CRM | · Google Ads,communication / publicité / média,60 ans d'exp,Senior Management,,800 - 1100 TND,Sfax,CDI,Hybrid,2026-02-03,3 février 2026,Non,Wuzzuf,https://wuzzuf.net/jobs/p/100110/marketing-manager/
100111,Mobile Developer,DELPHI TECHNOLOGIES,DELPHI TECHNOLOGIES recrute un(e) Mobile Developer. Le/La candidat(e) idéal(e) maîtrise iOS | Android | Kotlin et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· iOS | · Android | · Kotlin | · Flutter | · React Native,informatique / télécoms,2 ans d'exp,Junior,,1200 - 1400 TND,Nabeul,CDD | SIVP,Télétravail complet,2026-03-04,4 mars 2026,Yes,Wuzzuf,https://wuzzuf.net/jobs/p/100111/mobile-developer/
100112,Electrical Engineer,TELNET HOLDING,TELNET HOLDING recrute un(e) Electrical Engineer. Le/La candidat(e) idéal(e) maîtrise AutoCAD | SCADA | PLC et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· AutoCAD | · SCADA | · PLC | · Power Systems | · Electrical Design,électronique / électricité / énergie,7+ Yrs of Exp,Junior,,1500 - 2500 TND,Ariana,CDI | SIVP,Remote,2026-03-05,5 mars 2026,Non,Wuzzuf,https://wuzzuf.net/jobs/p/100112/electrical-engineer/
100113,Data Analyst,APTIV,APTIV recrute un(e) Data Analyst. Le/La candidat(e) idéal(e) maîtrise Power BI | SQL | Python et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· Power BI | · SQL | · Python | · Excel | · Data Visualization,informatique / télécoms,7+ Yrs of Exp,Experienced,,1100 - 1400 TND,"Lac 2, Tunis",CDI,Hybrid,2026-02-11,11 février 2026,Non,Keejob,https://www.keejob.com/offres-emploi/100113/data-analyst/
100114,HR Manager,TUNISIE TELECOM,TUNISIE TELECOM recrute un(e) HR Manager. Le/La candidat(e) idéal(e) maîtrise Recruitment | Labor Law | Performance Management et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· Recruitment | · Labor Law | · Performance Management | · HRIS | · Payroll,recrutement / ressources humaines,2-4 an,Senior Management,,4000 - 5000 TND,"Hammam Sousse, Sousse",CDD,Télétravail complet,2026-01-30,30 janvier 2026,Non,TunisieTravail,https://www.tunisietravail.net/offre/100114/hr-manager/
100115,DevOps Engineer,HUAWEI TUNISIA,HUAWEI TUNISIA recrute un(e) DevOps Engineer. Le/La candidat(e) idéal(e) maîtrise AWS | Docker | CI/CD et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· AWS | · Docker | · CI/CD | · Jenkins | · Terraform,informatique / télécoms,1 an d'exp,Experienced,,1100 - 1400 TND,"La Soukra, Ariana",CDI | CDD,Télétravail complet,2026-01-26,26 janvier 2026,Yes,Wuzzuf,https://wuzzuf.net/jobs/p/100115/devops-engineer/
100116,Mechanical Engineer,ESPRIT SCHOOL,ESPRIT SCHOOL recrute un(e) Mechanical Engineer. Le/La candidat(e) idéal(e) maîtrise SolidWorks | AutoCAD | Thermodynamics et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· SolidWorks | · AutoCAD | · Thermodynamics | · FEA | · Manufacturing,industrie / production / maintenance,2 ans d'exp,Experienced,,2500 - 4000 TND,Nabeul,CDD | SIVP,Remote,2026-03-06,6 mars 2026,No,TunisieTravail,https://www.tunisietravail.net/offre/100116/mechanical-engineer/
100117,Marketing Manager,BIAT,BIAT recrute un(e) Marketing Manager. Le/La candidat(e) idéal(e) maîtrise CRM | Brand Management | SEO et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· CRM | · Brand Management | · SEO | · Google Ads | · Digital Marketing,communication / publicité / média,7+ Yrs of Exp,Manager,,1100 - 1400 TND,La Manouba,CDI,Sur site,2026-03-18,18 mars 2026,No,Tunijobs,https://www.tunijobs.com/job/100117/marketing-manager/
100118,Embedded Systems Engineer,MICROSOFT TUNISIA,MICROSOFT TUNISIA recrute un(e) Embedded Systems Engineer. Le/La candidat(e) idéal(e) maîtrise ARM | Microcontrollers | PCB Design et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· ARM | · Microcontrollers | · PCB Design | · C | · C++,électronique / électricité / énergie,1 an d'exp,Experienced,,2500 - 4000 TND,Ben Arous,CDD | SIVP,Télétravail complet,2026-02-23,23 février 2026,Non,TunisieTravail,https://www.tunisietravail.net/offre/100118/embedded-systems-engineer/
100119,DevOps Engineer,SAMSUNG TUNISIA,SAMSUNG TUNISIA recrute un(e) DevOps Engineer. Le/La candidat(e) idéal(e) maîtrise Terraform | AWS | CI/CD et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· Terraform | · AWS | · CI/CD | · Jenkins | · Docker,informatique / télécoms,60 ans d'exp,Junior,,1000 - 1500 TND,Sfax,CDD,Télétravail complet,2026-03-14,14 mars 2026,Yes,Keejob,https://www.keejob.com/offres-emploi/100119/devops-engineer/
100120,Financial Analyst,SOPRA HR SOFTWARE,SOPRA HR SOFTWARE recrute un(e) Financial Analyst. Le/La candidat(e) idéal(e) maîtrise Forecasting | Financial Modeling | Budgeting et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· Forecasting | · Financial Modeling | · Budgeting | · IFRS | · Excel,banque / finance / assurances,60 ans d'exp,Senior,,1000 - 1500 TND,"La Soukra, Ariana",SIVP,Remote,2026-02-28,28 février 2026,No,TunisieTravail,https://www.tunisietravail.net/offre/100120/financial-analyst/
100121,AI Engineer,TUNISIE TELECOM,TUNISIE TELECOM recrute un(e) AI Engineer. Le/La candidat(e) idéal(e) maîtrise Python | Hugging Face | NLP et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· Python | · Hugging Face | · NLP | · LLMs | · Computer Vision,informatique / télécoms,1 - 3 Yrs of Exp,Senior Management,,1200 - 1400 TND,"Oued Ellil, La Manouba",SIVP,Hybride,2026-03-07,7 mars 2026,No,Keejob,https://www.keejob.com/offres-emploi/100121/ai-engineer/
100122,Product Manager,VERMEG,VERMEG recrute un(e) Product Manager. Le/La candidat(e) idéal(e) maîtrise Scrum | Agile | User Stories et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· Scrum | · Agile | · User Stories | · Product Roadmap | · Jira,informatique / télécoms,5+ Yrs of Exp,Experienced,,1000 - 1300 TND,"La Soukra, Ariana",CDI | SIVP,Hybrid,2026-01-31,31 janvier 2026,No,Keejob,https://www.keejob.com/offres-emploi/100122/product-manager/
100123,Frontend Developer,HUAWEI TUNISIA,HUAWEI TUNISIA recrute un(e) Frontend Developer. Le/La candidat(e) idéal(e) maîtrise TypeScript | Vue.js | HTML et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· TypeScript | · Vue.js | · HTML | · CSS | · React.js,informatique / télécoms,2-4 an,Directeur,,4000 - 5000 TND,Tunis,SIVP,Présentiel,2026-03-11,11 mars 2026,Yes,Keejob,https://www.keejob.com/offres-emploi/100123/frontend-developer/
100124,Financial Analyst,VALEO TUNISIA,VALEO TUNISIA recrute un(e) Financial Analyst. Le/La candidat(e) idéal(e) maîtrise IFRS | Excel | Budgeting et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· IFRS | · Excel | · Budgeting | · Financial Modeling | · Forecasting,banque / finance / assurances,60 ans d'exp,Sans exp,,2500 - 4000 TND,"Oued Ellil, La Manouba",CDI,Teletravail,2026-02-26,26 février 2026,No,TunisieTravail,https://www.tunisietravail.net/offre/100124/financial-analyst/
100125,DevOps Engineer,VALEO TUNISIA,VALEO TUNISIA recrute un(e) DevOps Engineer. Le/La candidat(e) idéal(e) maîtrise AWS | Jenkins | CI/CD et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· AWS | · Jenkins | · CI/CD | · Docker | · Terraform,informatique / télécoms,1 an d'exp,Senior,,1000 - 1500 TND,Ben Arous,CDD,Teletravail,2026-02-24,24 février 2026,No,Wuzzuf,https://wuzzuf.net/jobs/p/100125/devops-engineer/
100126,Network Engineer,SOPRA HR SOFTWARE,SOPRA HR SOFTWARE recrute un(e) Network Engineer. Le/La candidat(e) idéal(e) maîtrise Routing | TCP/IP | Cisco et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· Routing | · TCP/IP | · Cisco | · CCNA | · VPN,informatique / télécoms,1 - 3 Yrs of Exp,Senior,,1000 - 1500 TND,"Oued Ellil, La Manouba",CDI | SIVP,Teletravail,2026-03-15,15 mars 2026,Non,TunisieTravail,https://www.tunisietravail.net/offre/100126/network-engineer/
100127,Technical Support Engineer,AIRBUS TUNISIA,AIRBUS TUNISIA recrute un(e) Technical Support Engineer. Le/La candidat(e) idéal(e) maîtrise Windows | ITIL | Networking et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· Windows | · ITIL | · Networking | · Technical Support | · Troubleshooting,informatique / télécoms,1 - 3 Yrs of Exp,Directeur,,2500 - 4000 TND,"Oued Ellil, La Manouba",CDD | SIVP,Sur site,2026-03-21,21 mars 2026,No,Keejob,https://www.keejob.com/offres-emploi/100127/technical-support-engineer/
100128,Graphic Designer,MICROSOFT TUNISIA,MICROSOFT TUNISIA recrute un(e) Graphic Designer. Le/La candidat(e) idéal(e) maîtrise InDesign | Branding | Photoshop et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· InDesign | · Branding | · Photoshop | · Illustrator | · Typography,communication / publicité / média,1 an d'exp,Manager,,4000 - 5000 TND,Nabeul,CDI | CDD,Remote,2026-03-19,19 mars 2026,Non,Tunijobs,https://www.tunijobs.com/job/100128/graphic-designer/
100129,Marketing Manager,CARTHAGO CERAMICS,CARTHAGO CERAMICS recrute un(e) Marketing Manager. Le/La candidat(e) idéal(e) maîtrise SEO | Google Ads | CRM et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· SEO | · Google Ads | · CRM | · Brand Management | · Digital Marketing,communication / publicité / média,5+ Yrs of Exp,Senior,,1500 - 2500 TND,Ariana,CDI | CDD,Sur site,2026-03-15,15 mars 2026,No,Tunijobs,https://www.tunijobs.com/job/100129/marketing-manager/
100130,Civil Engineer,TUNISIE TELECOM,TUNISIE TELECOM recrute un(e) Civil Engineer. Le/La candidat(e) idéal(e) maîtrise BIM | AutoCAD | Project Management et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· BIM | · AutoCAD | · Project Management | · Construction | · Revit,bâtiment / travaux publics / architecture,2-4 an,Experienced,,1500 - 2500 TND,Ariana,Stage,Teletravail,2026-03-08,8 mars 2026,No,Tunijobs,https://www.tunijobs.com/job/100130/civil-engineer/
100131,Procurement Officer,VALEO TUNISIA,VALEO TUNISIA recrute un(e) Procurement Officer. Le/La candidat(e) idéal(e) maîtrise Sourcing | ERP | Negotiation et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· Sourcing | · ERP | · Negotiation | · Procurement | · Contract Management,commerce / vente / distribution,60 ans d'exp,Directeur,,1200 - 1400 TND,"Oued Ellil, La Manouba",SIVP,Sur site,2026-02-19,19 février 2026,Non,Tunijobs,https://www.tunijobs.com/job/100131/procurement-officer/
100132,Embedded Systems Engineer,SATORIPHAN GROUP,SATORIPHAN GROUP recrute un(e) Embedded Systems Engineer. Le/La candidat(e) idéal(e) maîtrise Microcontrollers | ARM | RTOS et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· Microcontrollers | · ARM | · RTOS | · PCB Design | · C,électronique / électricité / énergie,2-4 an,Entry Level,,1500 - 2500 TND,Nabeul,SIVP,Sur site,2026-02-24,24 février 2026,No,Keejob,https://www.keejob.com/offres-emploi/100132/embedded-systems-engineer/
100133,Full Stack Developer,POULINA GROUP,POULINA GROUP recrute un(e) Full Stack Developer. Le/La candidat(e) idéal(e) maîtrise Docker | Node.js | MongoDB et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· Docker | · Node.js | · MongoDB | · PostgreSQL | · HTML/CSS,informatique / télécoms,60 ans d'exp,Entry Level,,1000 - 1300 TND,Sousse,CDI,Remote,2026-02-27,27 février 2026,No,Keejob,https://www.keejob.com/offres-emploi/100133/full-stack-developer/
100134,Marketing Manager,DELPHI TECHNOLOGIES,DELPHI TECHNOLOGIES recrute un(e) Marketing Manager. Le/La candidat(e) idéal(e) maîtrise Google Ads | SEO | Digital Marketing et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· Google Ads | · SEO | · Digital Marketing | · CRM | · Brand Management,communication / publicité / média,2-4 an,Experienced,,4000 - 5000 TND,"La Soukra, Ariana",CDI | CDD,Teletravail,2026-03-21,21 mars 2026,Yes,Keejob,https://www.keejob.com/offres-emploi/100134/marketing-manager/
100135,Procurement Officer,SOFRECOM,SOFRECOM recrute un(e) Procurement Officer. Le/La candidat(e) idéal(e) maîtrise ERP | Contract Management | Procurement et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· ERP | · Contract Management | · Procurement | · Negotiation | · Sourcing,commerce / vente / distribution,60 ans d'exp,Entry Level,,4000 - 5000 TND,Tunis,SIVP,Hybrid,2026-02-19,19 février 2026,Yes,TunisieTravail,https://www.tunisietravail.net/offre/100135/procurement-officer/
100136,Cybersecurity Engineer,SAFRAN,SAFRAN recrute un(e) Cybersecurity Engineer. Le/La candidat(e) idéal(e) maîtrise ISO 27001 | Firewall | Network Security et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· ISO 27001 | · Firewall | · Network Security | · SIEM | · Penetration Testing,informatique / télécoms,3 - 7 Yrs of Exp,Junior,,4000 - 5000 TND,Sousse,CDI | SIVP,Hybride,2026-02-10,10 février 2026,Yes,TunisieTravail,https://www.tunisietravail.net/offre/100136/cybersecurity-engineer/
100137,Technical Support Engineer,COFICAB,COFICAB recrute un(e) Technical Support Engineer. Le/La candidat(e) idéal(e) maîtrise Networking | Troubleshooting | ITIL et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· Networking | · Troubleshooting | · ITIL | · Technical Support | · Windows,informatique / télécoms,1 an d'exp,Senior Management,,1500 - 2500 TND,Nabeul,CDD,Remote,2026-03-11,11 mars 2026,Yes,Keejob,https://www.keejob.com/offres-emploi/100137/technical-support-engineer/
100138,UX/UI Designer,SAFRAN,SAFRAN recrute un(e) UX/UI Designer. Le/La candidat(e) idéal(e) maîtrise Wireframing | User Research | Prototyping et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· Wireframing | · User Research | · Prototyping | · Figma | · Adobe XD,communication / publicité / média,5+ Yrs of Exp,Senior Management,,2500 - 4000 TND,La Manouba,CDD,Remote,2026-02-16,16 février 2026,Yes,Wuzzuf,https://wuzzuf.net/jobs/p/100138/uxui-designer/
100139,Marketing Manager,DELPHI TECHNOLOGIES,DELPHI TECHNOLOGIES recrute un(e) Marketing Manager. Le/La candidat(e) idéal(e) maîtrise Google Ads | Brand Management | CRM et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· Google Ads | · Brand Management | · CRM | · SEO | · Digital Marketing,communication / publicité / média,1 - 3 Yrs of Exp,Directeur,,1100 - 1400 TND,Ben Arous,CDD | SIVP,Teletravail,2026-03-06,6 mars 2026,Yes,Wuzzuf,https://wuzzuf.net/jobs/p/100139/marketing-manager/
100140,Project Manager,IBM TUNISIA,IBM TUNISIA recrute un(e) Project Manager. Le/La candidat(e) idéal(e) maîtrise MS Project | Agile | Risk Management et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· MS Project | · Agile | · Risk Management | · PMP | · Project Management,informatique / télécoms,7+ Yrs of Exp,Sans exp,,1500 - 2500 TND,Sousse,SIVP,Sur site,2026-02-15,15 février 2026,No,Keejob,https://www.keejob.com/offres-emploi/100140/project-manager/
100141,Data Analyst,SOPRA HR SOFTWARE,SOPRA HR SOFTWARE recrute un(e) Data Analyst. Le/La candidat(e) idéal(e) maîtrise Tableau | Power BI | Data Visualization et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· Tableau | · Power BI | · Data Visualization | · SQL | · Python,informatique / télécoms,1 - 3 Yrs of Exp,Manager,,1000 - 1300 TND,"Oued Ellil, La Manouba",CDD | SIVP,Présentiel,2026-01-23,23 janvier 2026,Non,TunisieTravail,https://www.tunisietravail.net/offre/100141/data-analyst/
100142,Database Administrator,EVERIENCE TUNISIA,EVERIENCE TUNISIA recrute un(e) Database Administrator. Le/La candidat(e) idéal(e) maîtrise Backup & Recovery | MySQL | PostgreSQL et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· Backup & Recovery | · MySQL | · PostgreSQL | · Oracle | · SQL Server,informatique / télécoms,5+ Yrs of Exp,Senior Management,,1000 - 1300 TND,"Hammam Sousse, Sousse",Stage,Teletravail,2026-02-25,25 février 2026,Non,Keejob,https://www.keejob.com/offres-emploi/100142/database-administrator/
100143,Content Writer,BIAT,BIAT recrute un(e) Content Writer. Le/La candidat(e) idéal(e) maîtrise WordPress | English | French et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· WordPress | · English | · French | · Content Strategy | · Copywriting,communication / publicité / média,1 - 3 Yrs of Exp,Junior,,1000 - 1300 TND,"Hammam Sousse, Sousse",CDI | SIVP,Teletravail,2026-03-03,3 mars 2026,Yes,TunisieTravail,https://www.tunisietravail.net/offre/100143/content-writer/
100144,Software Developer,BIAT,BIAT recrute un(e) Software Developer. Le/La candidat(e) idéal(e) maîtrise Git | Python | Java et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· Git | · Python | · Java | · Agile | · C++,informatique / télécoms,1 - 3 Yrs of Exp,Junior,,800 - 1100 TND,Ben Arous,CDI | SIVP,Présentiel,2026-01-23,23 janvier 2026,Non,Wuzzuf,https://wuzzuf.net/jobs/p/100144/software-developer/
100145,Marketing Manager,MICROSOFT TUNISIA,MICROSOFT TUNISIA recrute un(e) Marketing Manager. Le/La candidat(e) idéal(e) maîtrise CRM | Brand Management | Digital Marketing et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· CRM | · Brand Management | · Digital Marketing | · SEO | · Google Ads,communication / publicité / média,2 ans d'exp,Experienced,,1000 - 1500 TND,"Lac 2, Tunis",CDI | CDD,Hybride,2026-01-31,31 janvier 2026,No,Wuzzuf,https://wuzzuf.net/jobs/p/100145/marketing-manager/
100146,Backend Developer,BANK ABC,BANK ABC recrute un(e) Backend Developer. Le/La candidat(e) idéal(e) maîtrise REST API | Spring Boot | Redis et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· REST API | · Spring Boot | · Redis | · PostgreSQL | · Node.js,informatique / télécoms,7+ Yrs of Exp,Sans exp,,1500 - 2500 TND,Sfax,CDI | CDD,Hybride,2026-02-12,12 février 2026,Non,Wuzzuf,https://wuzzuf.net/jobs/p/100146/backend-developer/
100147,Backend Developer,SOFRECOM,SOFRECOM recrute un(e) Backend Developer. Le/La candidat(e) idéal(e) maîtrise PostgreSQL | Spring Boot | Django et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· PostgreSQL | · Spring Boot | · Django | · Node.js | · REST API,informatique / télécoms,60 ans d'exp,Entry Level,,1500 - 2500 TND,Ben Arous,CDI | SIVP,Hybride,2026-03-08,8 mars 2026,Yes,Tunijobs,https://www.tunijobs.com/job/100147/backend-developer/
100148,Data Scientist,ESPRIT SCHOOL,ESPRIT SCHOOL recrute un(e) Data Scientist. Le/La candidat(e) idéal(e) maîtrise Pandas | TensorFlow | Machine Learning et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· Pandas | · TensorFlow | · Machine Learning | · Python | · Scikit-learn,informatique / télécoms,1 - 3 Yrs of Exp,Manager,,2500 - 4000 TND,"Hammam Sousse, Sousse",CDI | SIVP,Hybride,2026-02-22,22 février 2026,No,Keejob,https://www.keejob.com/offres-emploi/100148/data-scientist/
